회사명,corp_eng_name,stock_code,is_defaulted,y_proba
티로보틱스,"T-Robotics co., Ltd.",117730,0,0.427462880880769
티디에스팜,"TDSPHARM Co., Ltd.",464280,0,0.3880545956409336
특수건설,TuksuConstruction,026150,0,0.3874030550322497
트윔,TWIM Corp,290090,1,0.7225284197054304
트루엔,"TRUEN Co., Ltd",417790,0,0.4372460986866638
툴젠,ToolGen Incorporated,199800,0,0.4450990284272613
투비소프트,"TOBESOFT Co., Ltd.",079970,1,0.5626658109912994
톱텍,"TOPTEC COMPANY,LIMITED",108230,0,0.4682509475734275
토탈소프트,TOTAL SOFT BANK LTD.,045340,1,0.5418551167460547
토비스,"TOVISCo.,LTD",051360,1,0.5409966707274446
토박스코리아,"TOEBOX KOREA, Ltd.",215480,1,0.6018086911547526
토모큐브,"Tomocube, Inc.",475960,1,0.5378429852381318
토마토시스템,"TOMATOSYSTEM Co., Ltd.",393210,1,0.6252078044689283
토니모리,"TONYMOLY CO., LTD.",214420,1,0.5611325493575108
텔콘RF제약,TELCON RF PHARMACEUTICAL. Inc.,200230,1,0.5399016108640362
텔코웨어,"TELCOWARE CO.,LTD.",078000,1,0.6466682525396816
텔레칩스,TelechipsInc.,054450,0,0.4250261215871877
테크윙,"Techwing, Inc.",089030,0,0.3701784237973085
테크엘,"TechL Co., LTD.",064520,0,0.4934533163646545
테이팩스,TAPEX INC,055490,0,0.375157417672305
테스,"TESCO.,LTD.",095610,1,0.6851497490168252
테라젠이텍스,"THERAGEN ETEX CO.,LTD.",066700,1,0.5503912412252396
테라사이언스,"TERA SCIENCE Co.,LTD",073640,1,0.5349547992436404
테고사이언스,"Tego Science, Inc.",191420,1,0.6164652518418732
태원물산,"TAEWONMULSAN CO.,LTD",001420,1,0.5825520377395419
태웅로직스,"Taewoong Logistics Co., Ltd.",124560,0,0.4026249689487857
태웅,"TAEWOONG CO., LTD.",044490,0,0.469854007839019
태영건설,TAEYOUNG ENGINEERING & CONSTRUCTION,009410,0,0.2429395138573853
태양금속공업,"TAEYANG METAL INDUSTRIAL CO.,LTD",004100,1,0.7545667982212751
태양,TAEYANG Corporation,053620,1,0.6588268842624304
태성,"TAESUNG CO.,LTD.",323280,0,0.3948585550742941
태림포장,"Tailim Packaging Co., Ltd",011280,1,0.5809734745119303
태광산업,"TAEKWANG INDUSTRIAL CO.,LTD",003240,0,0.4003113489073869
태광,T. K. CORPORATION,023160,1,0.5748037102735967
태경케미컬,"TAEKYUNG CHEMICAL CO.,LTD",006890,0,0.4181051294413639
태경산업,"TAEKYUNG INDUSTRIAL CO.,LTD",015890,1,0.7186099748542706
태경비케이,"TAEKYUNG BK CO.,LTD.",014580,1,0.6086565717176219
탑코미디어,"Topco Media Co.,Ltd.",134580,1,0.5378442133132951
탑엔지니어링,Top Engineering Company Limited,065130,1,0.5480652081356268
탑머티리얼,"TOP MATERIAL Co., Ltd",360070,0,0.4051344181633688
탑런토탈솔루션,"TOP RUN TOTAL SOLUTION CO.,LTD",336680,1,0.6913290466342144
타이거일렉,"TIGER ELEC CO.,LTD.",219130,1,0.6341738364209808
킵스파마,Keeps Biopharma Inc.,256940,1,0.5321282792833366
키이스트,"KEYEAST Co., Ltd.",054780,1,0.6093786035523278
키스트론,"KISTRON Co., Ltd.",475430,1,0.620954455478642
키다리스튜디오,"KidariStudio, Inc.",020120,0,0.4505298398705806
키네마스터,KineMaster Corporation,139670,1,0.5720349286764729
클리오,"CLIO Cosmetics Co., Ltd",237880,1,0.6529603613524817
클래시스,CLASSYS Inc.,214150,1,0.5839940776637104
크린앤사이언스,"Clean & Science Co., Ltd",045520,1,0.6347848261599918
크리스탈신소재,"China Crystal New Material Holdings Co.,  Ltd.",900250,1,0.5410905860242295
크리스에프앤씨,"Creas F&C Co., Ltd",110790,1,0.6076886391294266
크루셜텍,"Crucialtec Co., Ltd.",114120,1,0.6580050501775527
크레오에스지,"CreoSG Co.,Ltd.",040350,1,0.6536694923138779
크레버스,"Creverse, Inc.",096240,1,0.6472771478779091
크래프톤,"KRAFTON, Inc.",259960,0,0.4739209563231017
크라운해태홀딩스,"CROWNHAITAI Holdings CO.,LTD",005740,1,0.5174342517026467
크라운제과,"CROWN CONFECTIONERY CO.,LTD",264900,0,0.3587586375919367
크라우드웍스,"CrowdWorks, Inc.",355390,1,0.5930866248765845
큐에스아이,"Q.S.ICo.,Ltd.",066310,1,0.5910189791576391
큐알티,Quality Reliability Technology Inc.,405100,1,0.5833809827330598
큐브엔터,"CUBE ENTERTAINMENT, INC.",182360,1,0.5947152495742453
큐리옥스바이오시스템즈,"Curiox Biosystems Co., Ltd.",445680,0,0.1281203370769073
큐리언트,"Qurient Co., Ltd.",115180,0,0.4503888502964548
큐로홀딩스,"CUROHOLDINGS Co., Ltd.",051780,1,0.5652512701761492
큐로셀,Curocell Inc.,372320,1,0.5601762366113815
큐렉소,"CUREXO, INC.",060280,1,0.6446085609867964
큐라티스,Quratis Inc.,348080,1,0.6394747914718402
큐라클,"curacle co., ltd.",365270,1,0.5109225030144066
퀄리타스반도체,"QUALITAS SEMICONDUCTOR CO., LTD.",432720,1,0.5181616562582734
퀀텀온,"Quantumon Co., Ltd.",227100,1,0.5645479701559794
퀀타피아,QUANTAPIA INC.,078940,0,0.399394058547294
퀀타매트릭스,QuantaMatrix Incorporated,317690,1,0.5389757756621883
쿠쿠홈시스,"CUCKOO HOMESYS CO.,LTD",284740,1,0.6346744698194672
쿠쿠홀딩스,"Cuckoo Holdings Co.,Ltd",192400,1,0.6128022605289345
쿠콘,coocon Corporation,294570,1,0.5656438350859145
콜마홀딩스,"KOLMAR HOLDINGS CO.,LTD.",024720,1,0.5378344259561157
콜마비앤에이치,"KolmarBNH Co., Ltd",200130,1,0.6027115464925017
코퍼스코리아,"COPUS KOREA Co., Ltd.",322780,1,0.6291100774424103
코텍,KORTEK CORPORATION,052330,1,0.5749598637990727
코콤,"KOCOM CO., LTD",015710,1,0.5657341394311298
코칩,KORCHIP CORPORATION,126730,1,0.5138077218991228
코츠테크놀로지,"COTS Technology Co., Ltd.",448710,0,0.4688358149731231
코이즈,"KOYJ. CO.,LTD",121850,1,0.6079982728079212
코윈테크,"COWINTECH Co., Ltd",282880,1,0.5261520083392663
코위버,"COWEAVER Co.,Ltd.",056360,1,0.5585964908073504
코웰패션,"COWELL FASHION CO.,LTD",033290,0,0.4882241562301661
코웨이,"COWAY Co., Ltd.",021240,1,0.568674129809353
코오롱티슈진,"Kolon TissueGene, Inc.",950160,1,0.5754394333380772
코오롱인더,"KOLON INDUSTRIES, INC.",120110,1,0.5287903144014694
코오롱생명과학,KOLON LIFE SCIENCE Inc.,102940,0,0.4736014562219449
코오롱글로벌,"KolonGlobalCorporation CO.,LTD",003070,1,0.7527855283985823
코오롱ENP,"KOLON ENP, INC.",138490,1,0.5817378554032191
코오롱,KOLON CORPORATION,002020,1,0.5599393275311959
코엔텍,"Korea Environment Technology Co., LTD.",029960,0,0.4572746089680661
코어라인소프트,"Coreline Soft Co., Ltd",384470,0,0.2057568325655792
코아시아씨엠,"CoAsia CM Co.,Ltd",196450,1,0.5480723976135755
코아시아,CoAsia Corporation,045970,1,0.6254224820206953
코아스템켐온,CORESTEMCHEMON Inc.,166480,1,0.6927035291901299
코아스,"KOAS CO., LTD",071950,0,0.4893857533561565
코스텍시스,"KOSTECSYS. CO., LTD.",355150,1,0.5826355028328831
코스온,"COSON Co., Ltd.",069110,0,0.0016910473213703
코스모화학,"COSMOCHEMICALCO.,LTD",005420,1,0.5119857160766343
코스모신소재,"COSMO ADVANCED MATERIALS & TECHNOLOGY CO., LTD",005070,1,0.5967847392973674
코스메카코리아,"COSMECCA KOREA CO., LTD.",241710,1,0.6515965840990381
코스맥스엔비티,"COSMAX NBT, INC.",222040,1,0.5839554000825783
코스맥스비티아이,"COSMAX BTI, INC.",044820,1,0.5970120725934146
코스맥스,"COSMAX, INC.",192820,1,0.5454572414205305
코스나인,"Cosnine Co., Ltd",082660,1,0.6320409354419508
코셈,"COXEM CO., LTD",360350,1,0.5661254505218868
코세스,"KOSES Co.,Ltd",089890,0,0.4152272635695188
코미팜,"KOMIPHARM INTERNATIONAL CO., LTD.",041960,1,0.589816499160371
코미코,KoMiCo Ltd.,183300,1,0.5896746689007144
코메론,KOMELON CORPORATION,049430,1,0.6121414765814387
코맥스,"COMMAX Co., Ltd.",036690,0,0.4879627708675962
코리아에프티,KOREA FUEL-TECH CORPORATION,123410,1,0.5467891239540247
코리아써키트,"KOREA CIRCUIT CO.,LTD",007810,1,0.5737714296709184
코리아나,"COREANA COSMETICS CO., LTD",027050,1,0.6258696454276486
코렌텍,"Corentec Co., Ltd.",104540,0,0.4742648937147323
코디,"KODI Co.,LTD.",080530,0,0.4422243652670962
코데즈컴바인,"Codes Combine Co.,Ltd.",047770,0,0.4550851189985268
코다코,"KODACO CO., LTD",046070,1,0.6486246363256902
코닉오토메이션,Kornic Automation Co.Ltd.,391710,0,0.3824626897902943
코난테크놀로지,KONAN TECHNOLOGY INCORPORATION,402030,0,0.4959390710668565
코나아이,"KONA I CO., LTD.",052400,1,0.5776953814506228
켐트로스,"Chemtros Co., Ltd.",220260,1,0.6523504399575277
켐트로닉스,"CHEMTRONICSCo.,Ltd.",089010,0,0.4460865391112193
켄코아에어로스페이스,Kencoa Aerospace Corporation,274090,1,0.6815737575570314
케일럼,"CAELUM Co., Ltd.",258610,1,0.6321774238790707
케이피티유,"Korea Plasma Technology U Co.,Ltd",054410,1,0.7052171359205789
케이피엠테크,"KPM TECH CO., LTD.",042040,1,0.5243544757193842
케이피에프,KPF,024880,1,0.5114506233784988
케이프,CAPE INDUSTRIES LTD.,064820,1,0.5719777666968846
케이티앤지,KT&G Corporation,033780,1,0.5648610927840972
케이티알파,"kt alpha Co., Ltd.",036030,0,0.2178639488935417
케이티스카이라이프,"KT Skylife Co.,Ltd.",053210,1,0.5559470009611239
케이티,KT CORPORATION,030200,1,0.640891807222618
케이카,"K Car Co., Ltd.",381970,1,0.5325907798667402
케이이엠텍,KEM Tech Corp.,106080,1,0.5706915120547212
케이웨더,"Kweather Co., Ltd.",068100,1,0.5913517987160114
케이옥션,K Auction Inc.,102370,1,0.6108646333869302
케이엠제약,"KMPHARMACEUTICAL Co.,Ltd.",225430,1,0.610759037016522
케이엠더블유,KMW CO. LTD.,032500,0,0.4528704939543163
케이엠,KM CORPORATION,083550,0,0.4582692629968644
케이엘넷,KL-Net Corp.,039420,1,0.5297958939681804
케이엔제이,"KnJ Co.,Ltd.",272110,1,0.6015771365678518
케이엔에스,"KNS CO., LTD",432470,0,0.3105501168558066
케이엔알시스템,KNR SYSTEMS Inc.,199430,1,0.6182458354980997
케이엔솔,"K-ENSOL CO., LTD.",053080,0,0.4915769715450411
케이엔더블유,"KNW Co., Ltd.",105330,1,0.5565266703585956
케이에스피,"KSPCO.,LTD",073010,0,0.3747023420805735
케이알엠,"Korea Robot Manufacturing Co., Ltd.",093640,1,0.6404906906423629
케이아이엔엑스,"KINX, Inc.",093320,1,0.5895293963040991
케이씨피드,"KC FEED CO., LTD.",025880,1,0.5438417614078045
케이씨티시,KCTC,009070,0,0.4067479362589225
케이씨티,Korea Computer Terminal Inc.,089150,1,0.6147691655985587
케이씨텍,"KCTECH CO., LTD",281820,1,0.5687128652444308
케이씨에스,Korea Computer & Systems Inc.,115500,0,0.2606085254767784
케이씨씨글라스,KCC GLASS Corporation,344820,0,0.4773740332598881
케이씨씨,KCC Corporation,002380,1,0.5676171584866756
케이씨,"KC CO., LTD.",029460,0,0.4200494356658968
케이사인,"KSIGN CO., Ltd.",192250,1,0.5147082217430613
케이비아이동국실업,"KBI DONGKOOK IND CO., LTD",001620,1,0.6158213274537164
케이바이오,KBIO COMPANY Inc.,038530,0,0.4864218527267021
케이디켐,"KDCHEM CO., LTD.",221980,1,0.6014413177727136
케어젠,"CAREGEN CO.,LTD.",214370,1,0.7666995245673308
케어랩스,"Carelabs Co.,Ltd",263700,0,0.4667607355740205
케스피온,"KESPION Co., Ltd.",079190,1,0.5326102313062534
컴투스홀딩스,Com2uS Holdings Corporation,063080,0,0.4098338175251376
컴투스,Com2uSCorporation,078340,0,0.4830732857684763
컬러레이,"Coloray International Investment Co., Limited",900310,1,0.5736573545951144
컨텍,"CONTEC Co.,Ltd",451760,0,0.1606013195601726
커넥트웨이브,"Connectwave Co., Ltd.",119860,1,0.6695758348790997
캠시스,CammSys Corp.,050110,1,0.7980642563032849
캔버스엔,"CANVAS N Co.,Ltd.",210120,1,0.6230081487057166
캐스텍코리아,"CASTEC KOREA CO.,LTD",071850,1,0.5177735729902474
캐리소프트,"CARRIESOFT Co., Ltd.",317530,1,0.5893172780864676
캐리,"CARRY CO., LTD.",313760,1,0.7184611323889523
카프로,CAPRO CORPORATION,006380,0,0.4677049065748488
카페24,Cafe24 Corp.,042000,1,0.6453301633618457
카티스,CATIS INC.,140430,1,0.5174193214491667
카카오페이,kakaopay Corp.,377300,0,0.4494916730713653
카카오게임즈,Kakao Games Corp.,293490,1,0.5398654986056479
카이노스메드,"KAINOS MEDICINE, INC.",284620,1,0.649928973300114
카스,Cas,016920,0,0.4944785922038071
칩스앤미디어,"Chips&Media, Inc.",094360,1,0.6188041787877587
초록뱀미디어,"CHOROKBAEM MEDIA CO.,LTD.",047820,1,0.5601889800058685
체시스,"CHASYS Co.,Ltd",033250,1,0.5355910762892474
체리부로,"Cherrybro Co.,Ltd",066360,1,0.5291327888317915
청호ICT,"CHUNGHO ICT CO.,LTD.",012600,1,0.5361027985256273
청담글로벌,"CHUNGDAMGLOBAL Co., Ltd.",362320,1,0.5443879274697324
천일고속,"CHUNIL EXPRESS CO.,LTD",000650,0,0.4287785127897819
천보,"Chunbo Co., Ltd.",278280,1,0.6446746686565986
창해에탄올,"Changhae Ethanol Co., Ltd.",004650,0,0.4399487553437344
참좋은여행,"Very Good Tour Co.,Ltd.",094850,1,0.6421921506577356
참엔지니어링,"Charm Engineering Co.,Ltd.",009310,0,0.4388728525248499
차이커뮤니케이션,"Chai Communication Co., LTD.",351870,0,0.4125134869204481
차백신연구소,CHA Vaccine Research Institute,261780,1,0.6228789891396427
차바이오텍,"Chabiotech Co.,Ltd.",085660,1,0.5077942925815465
진흥기업,CHINHUNG INTERNATIONAL INC,002780,1,0.5616151930550894
진원생명과학,"GeneOne Life Science, Inc.",011000,1,0.6090268212147946
진영,"JINYOUNG CO., LTD",285800,0,0.3432230849220921
진에어,"JIN AIR CO,.LTD.",272450,0,0.4786261698233232
진양화학,CHINYANG CHEMICAL CORPORATION,051630,0,0.3351500018615777
진양홀딩스,CHINYANG HOLDINGS CORPORATION,100250,1,0.6290137442098485
진양폴리우레탄,"CHINYANG POLY URETHANE CO.,LTD",010640,1,0.5448767275855035
진양제약,"JIN YANG PHARMACEUTICAL. CO., LTD",007370,0,0.437223648474098
진양산업,"CHIN YANG INDUSTRY CO.,LTD.",003780,0,0.4790881844172349
진시스템,"Genesystem Co., Ltd",363250,1,0.5815732362548202
진성티이씨,JINSUNG T.E.C,036890,1,0.568401799549182
진바이오텍,"GeneBioTechCo.,Ltd.",086060,1,0.5715704785600125
진매트릭스,GENEMATRIX INC.,109820,0,0.4757567861461096
진로발효,JinroDistillers,018120,0,0.3816306937880557
진도,"JINDO.CO.,LTD",088790,0,0.2784341431566836
지투파워,G2Power Co. Ltd,388050,1,0.6025721834145235
지오엘리먼트,"GO Element Co., Ltd.",311320,0,0.1926374991212918
지역난방공사,KOREA DISTRICT HEATING CORPORATION,071320,1,0.59253987963608
지엠비코리아,GMB Korea Corp.,013870,0,0.216821755888161
지엘팜텍,GL Pharm Tech Corp.,204840,1,0.6471031951515134
지엔코,"Great New wave Coming Co., Ltd.",065060,1,0.5404425619145401
지엔씨에너지,"GnCenergy Co., Ltd.",119850,1,0.6711746529622975
지에프씨생명과학,"GFC Life Science Co., Ltd.",388610,1,0.520779470702538
지에스이,"GSE Co., Ltd.",053050,0,0.4877603687486405
지어소프트,GAEASOFT ,051160,0,0.1739436633343442
지앤비에스 에코,"GnBS eco Co.,Ltd",382800,1,0.5220148020112884
지아이텍,"G.I.Tech Co.,Ltd.",382480,1,0.543122989421015
지아이이노베이션,GI Innovation Inc.,358570,0,0.2204379059858214
지씨셀,GC CELL CORPORATION,144510,0,0.444304449659505
지란지교시큐리티,"Jiransecurity Co., Ltd.",208350,1,0.5781252160403803
지더블유바이텍,"GW Vitek CO.,LTD.",036180,0,0.1698007890581296
지니틱스,"Zinitix Co.,Ltd.",303030,1,0.6270182217188467
지니언스,"GENIANS, INC.",263860,1,0.6340474730191653
지니너스,GENINUS Inc.,389030,1,0.6779237113083278
지누스,ZINUS INC.,013890,0,0.4953744347512027
지놈앤컴퍼니,Genome&Company,314130,1,0.5749535298951487
지노믹트리,Genomictree Inc.,228760,1,0.7220669822837883
지나인제약,"G9pharma co., LTD",078650,0,0.4198408723564398
중앙첨단소재,"JOONGANG ADVANCED MATERIALS Co., Ltd",051980,1,0.5529608688789547
중앙에너비스,"Joong Ang Enervis Co.,Ltd.",000440,0,0.3800612693231696
중앙백신,CHOONG ANG VACCINE LABORATORY,072020,0,0.2877743062109691
주연테크,"JOOYONTECH CO.,LTD.",044380,1,0.6540490279602147
주성코퍼레이션,JOOSUNG CORPORATION,109070,1,0.6171976442002466
주성엔지니어링,"JUSUNG ENGINEERING Co.,Ltd.",036930,1,0.5722621324038586
좋은사람들,"GOOD PEOPLE CO., LTD.",033340,1,0.7404664051591288
종근당홀딩스,CHONGKUNDANG HOLDINGS CORP.,001630,0,0.2319689148169322
종근당바이오,CKD Bio Corp.,063160,1,0.5915665371820014
종근당,Chong Kun Dang Pharmaceutical Corp.,185750,1,0.6179634816705932
조흥,CHOHEUNG CORPORATION,002600,0,0.4822467344891831
조일알미늄,"CHOIL ALUMINUM CO., LTD",018470,1,0.5674988664045546
조이시티,JoyCity Corporation,067000,1,0.5901648026525232
조아제약,"ChoA Pharmaceutical Co., LTD.",034940,1,0.6006084813712187
조선선재,"CHOSUN WELDING POHANG Co., Ltd",120030,1,0.6081441051988986
조비,"CHOBI CO.,LTD",001550,1,0.5431227805613277
조광피혁,"CHOKWANG LEATHER CO.,LTD",004700,0,0.4429114064036503
조광페인트,"CHOKWANG PAINT CO.,LTD",004910,1,0.5211667565638105
조광ILI,"JOKWANG I.L.I CO., LTD",044060,0,0.3601013552279611
젬백스,"GemVax & KAEL Co.,Ltd.",082270,0,0.2510698685525721
젠큐릭스,Gencurix Inc.,229000,1,0.5552699871406855
젝시믹스,XEXYMIX Corporation,337930,1,0.6562113602654239
제테마,"JETEMA Co.,Ltd.",216080,1,0.5802003564446846
제주항공,"JEJUAIR, CO., LTD.",089590,1,0.523385755154821
제주반도체,Jeju Semiconductor Corp.,080220,1,0.5458815046505273
제일파마홀딩스,JEIL PHARMA HOLDINGS INC.,002620,1,0.532544895840479
제일테크노스,"JEIL TECHNOS CO.,LTD",038010,0,0.4681246855731986
제일일렉트릭,"CHEIL ELECTRIC CO.,LTD.",199820,1,0.5225194064082759
제일연마,"CHEIL GRINDING WHEEL IND CO.,LTD",001560,0,0.4649209351564993
제일엠앤에스,"JEIL M&S CO., LTD",412540,0,0.440057254804431
제일약품,"JEIL PHARMACEUTICAL CO.,LTD",271980,1,0.5983865003743977
제일바이오,"CHEIL BIO CO., LTD.",052670,1,0.5402306856563732
제일기획,Cheil Worldwide Inc,030000,0,0.486499803535711
제이티,JT Corporation.,089790,1,0.5713814237493837
제이투케이바이오,"J2KBIO Co., Ltd.",420570,1,0.6301811411260901
제이준코스메틱,"Jayjun Cosmetic Co., Ltd.",025620,1,0.5320127823129748
제이웨이,"J way Co.,Ltd.",058420,0,0.3646041859053647
제이오,"JEIO. Co., Ltd.",418550,1,0.5741575355591332
제이엠티,"JMT CO.,Ltd.",094970,1,0.5746375620616815
제이엠아이,"JEONGMOON INFORMATION CO.,LTD.",033050,0,0.4880138133783067
제이엘케이,"JLK, Inc.",322510,1,0.6277594516768352
제이엔케이글로벌,"JNK Global Co., Ltd.",126880,0,0.4256531381471871
제이엔비,"JNB Co.,Ltd",452160,1,0.6364700418216866
제이에스티나,"J.ESTINA Co.,Ltd",026040,0,0.4398935788085628
제이에스코퍼레이션,JS Corporation,194370,0,0.3892756719315807
제이에스링크,"JS Link, Inc.",127120,0,0.4683981078035849
제이앤티씨,"JNTC CO.,LTD.",204270,1,0.6577086990755839
제이아이테크,"JI-TECH Co., Ltd.",417500,0,0.4462613741656241
제이씨현시스템,"JCH Systems, Inc.",033320,0,0.4537673846614904
제이씨케미칼,"JC Chemical Corporation, LTD.",137950,1,0.6587478760409348
제이시스메디칼,Jeisys Medical Inc.,287410,1,0.6688228292762083
제이스텍,"JASTECH, Ltd.",090470,1,0.5326290230906926
제이스코홀딩스,J Steel Company Holdings Inc.  ,023440,1,0.5165857348362148
제이브이엠,"JVMCO.,LTD",054950,1,0.6765388397191736
제우스,"ZEUSCO.,LTD.",079370,0,0.237915191728624
제룡전기,"CHERYONG ELECTRIC CO.,LTD.",033100,1,0.672731469391961
제룡산업,"CHERYONG INDUSTRIAL CO.,LTD.",147830,1,0.6039905995546782
제로투세븐,Zero to Seven Inc,159580,1,0.5423455213972529
제닉스,"ZENIX Co., Ltd.",381620,1,0.5317272217914767
제닉,"Genic Co.,Ltd",123330,1,0.5696451805724021
제놀루션,GENOLUTION INC.,225220,1,0.5284118699266498
제노코,"Genohco, Inc",361390,1,0.6793716160058204
제노레이,"GENORAY Co., LTD.",122310,1,0.5901344718905055
제넨바이오,GenNBio Inc.,072520,1,0.5605429754017228
제넥신,"Genexine, Inc.",095700,1,0.5792662230429578
제너셈,Genesem Inc.,217190,1,0.6481190131597933
정원엔시스,ZUNGWON EN-SYS INC.,045510,0,0.4019312208627049
정상제이엘에스,"JLS CO.,LTD.",040420,1,0.6091978190173749
정다운,"JUNGDAWN Co., Ltd.",208140,0,0.432293579381082
전진바이오팜,"JEONJINBIO CO., LTD.",110020,1,0.5799985650247469
전진건설로봇,"JUNJIN CONSTRUCTION & ROBOT CO., LTD.",079900,1,0.5712117686509841
전방,"CHONBANG CO.,LTD",000950,1,0.5227294045740971
저스템,"Justem.CO.,LTD",417840,1,0.6155180765967316
재영솔루텍,"JAEYOUNG SOLUTEC CO.,LTD.",049630,1,0.605408737211475
장원테크,"JangWonTech Co., Ltd.",174880,0,0.482254169756145
자화전자,"JAHWA ELECTRONICS CO.,LTD",033240,0,0.460156975186573
자이에스앤디,Xi S&D Inc.,317400,1,0.5400033454164392
자이언트스텝,GIANTSTEP Inc.,289220,1,0.6182492379038624
자이글,"Zaigle Co., Ltd.",234920,1,0.6878010897696628
자연과환경,"NatureandEnvironmentCo.,Ltd.",043910,1,0.5481891173166802
자비스,"XAVIS CO., Ltd.",254120,1,0.687272896292931
자람테크놀로지,"Zaram Technology,Inc.",389020,1,0.6276934553093559
잉크테크,"INKTEC CO., LTD.",049550,1,0.6215837346674781
잉글우드랩,"Englewood Lab, Inc.",950140,0,0.3930447273707902
잇츠한불,"IT'S HANBUL CO., LTD.",226320,0,0.4525575903155437
일진홀딩스,"ILJIN HOLDINGS CO.,LTD",015860,0,0.4886720043386855
일진하이솔루스,"ILJIN HYSOLUS Co., Ltd.",271940,1,0.7005513004071724
일진파워,"ILJIN POWER CO., LTD.",094820,1,0.5547057704368582
일진전기,"ILJIN ELECTRIC CO.,LTD",103590,1,0.6711624605314975
일진디스플,"ILJIN DISPLAY CO.,LTD.",020760,1,0.5977710756663173
일진다이아,"ILJIN DIAMOND CO., LTD.",081000,1,0.5903069185975119
일지테크,"ILJI TECHNOLOGY CO.,LTD",019540,1,0.5457331683691325
일정실업,"ILJEONG INDUSTRIAL CO.,LTD",008500,1,0.5702314538226406
일월지엠엘,"ILWOUL GML Co.,Ltd",178780,1,0.591398631635081
일양약품,"ILYANG PHARMACEUTICAL CO.,LTD",007570,0,0.3953416746254704
일신석재,"ILSHIN STONE CO.,LTD",007110,1,0.55039230551552
일신방직,"ILSHIN SPINNING CO.,LTD",003200,1,0.5875562934181224
일신바이오,"ilShinbiobase Co., Ltd.",068330,0,0.4917164488092223
일승,"IL SEUNG Co., LTD",333430,1,0.61427958190382
일성아이에스,"ILSUNG IS CO., LTD.",003120,0,0.483265275034044
일성건설,"ILSUNG CONSTRUCTION CO.,LTD",013360,0,0.3904499469161139
일동홀딩스,"ILDONG HOLDINGS CO.,LTD ",000230,1,0.6020669552905707
일동제약,"IL DONG PHARMACEUTICAL CO., LTD.",249420,1,0.5879264102723624
인화정공,"Inhwa Precision Co., Ltd.",101930,1,0.5899203814003425
인피니트헬스케어,"INFINITT Healthcare Co., Ltd.",071200,1,0.527293201989932
인포뱅크,InfoBankCorporation,039290,1,0.536022484599709
인포바인,"INFOvine co., Ltd.",115310,1,0.5513763609044393
인팩,INFAC CORPORATION,023810,1,0.5471161689799917
인트론바이오,"iNtRON Biotechnology, Inc.",048530,1,0.6292182108294017
인트로메딕,"IntroMedic Co., Ltd.",150840,1,0.6756444876973401
인투셀,"IntoCell, Inc.",287840,1,0.6550292306943014
인텔리안테크,INTELLIAN TECHNOLOGIES Inc.,189300,1,0.6903943613102261
인텍플러스,"INTEKPLUS CO., LTD",064290,1,0.6787201924626849
인터플렉스,"INTERFLEX CO., LTD.",051370,0,0.3924694159045775
인터지스,"INTERGIS CO., LTD",129260,1,0.5757780625724639
인터로조,INTEROJO CO. LTD.,119610,1,0.6215724028165309
인탑스,"INTOPS CO., LTD.",049070,0,0.3069424570579367
인크로스,"Incross Co.,Ltd.",216050,0,0.4818397212194161
인크레더블버즈,InkredibleBuzz Inc.,064090,1,0.649698775555774
인콘,"INCON Co., Ltd.",083640,1,0.5412630626571605
인카금융서비스,"INCAR FINANCIAL SERVICE Co.,Ltd.",211050,1,0.5663040482892296
인천도시가스,INCHON CITY GAS,034590,1,0.5866434229048053
인지컨트롤스,"INZI CONTROLS CO.,LTD",023800,1,0.5244447285862679
인지소프트,"Inzisoft Co., Ltd.",100030,1,0.5690629453737384
인지디스플레,INZI DISPLAY COMPANY LIMITED,037330,1,0.5693231047293759
인스피언,"Inspien, Inc.",465480,1,0.5765004597001693
인스코비,"Inscobee, Inc",006490,1,0.6697458553688236
인스웨이브,"Inswave Co., Ltd.",450520,1,0.6610842381651488
인성정보,"INSUNG INFORMATION CO., LTD",033230,1,0.568899903010419
인선이엔티,INSUN ENVIRONMENTAL NEW TECHNOLOGY CO.,060150,1,0.6190046630436368
인산가,INSAN Inc.,277410,1,0.694129040699367
인벤티지랩,Inventage Lab Inc.,389470,1,0.5883245293395214
인베니아,"INVENIA Co.,Ltd.",079950,1,0.5790740371183855
인바이오젠,"INBIOGEN CO.,Ltd",101140,1,0.5709571643036233
인바이오,"ENBIOCO., LTD.",352940,1,0.6091959061754053
인바디,"InBody Co., Ltd.",041830,1,0.558267480849618
인디에프,In the F,014990,0,0.0255400271768512
이화전기,"EHWA TECHNOLOGIES INFORMATION CO., LTD.",024810,1,0.5148497186796831
이화산업,"RIFA CO., LTD",000760,0,0.392306061711045
이화공영,EehwaConstruction,001840,1,0.5373328960656543
이퓨쳐,"e-future.Co.,Ltd.",134060,1,0.5124023693588686
이트론,"E-TRON CO.,LTD.",096040,1,0.6190726600889017
이크레더블,"e-Credible Co., Ltd.",092130,1,0.558084156139517
이큐셀,"EQUIPMENTS CELL CO.,LTD",160600,1,0.5861610411945634
이지홀딩스,"Easy Holdings Co., Ltd.",035810,1,0.5263247535904036
이지트로닉스,"EGTRONICS Co., Ltd.",377330,1,0.5361971113196285
이지바이오,"EASY BIO, Inc.",353810,1,0.6123126778531895
이즈미디어,"isMedia Co., Ltd",181340,1,0.5632524808920163
